model_id	total_time	NLLH	AIC	AICc	BIC	n_converged	start_time_0	start_time_1	start_time_2	start_time_3	start_time_4	start_time_5	start_time_6	start_time_7	start_time_8	start_time_9
model_id	total_time	NLLH	AIC	AICc	BIC	n_converged	start_time_0	start_time_1	start_time_2	start_time_3	start_time_4	start_time_5	start_time_6	start_time_7	start_time_8	start_time_9
model_id	total_time	NLLH	AIC	AICc	BIC	n_converged	start_time_0	start_time_1	start_time_2	start_time_3	start_time_4	start_time_5	start_time_6	start_time_7	start_time_8	start_time_9
M_00000000100000000000000000000000	0.4934971332550049	210.8342831912062	425.6685663824124	425.71675915349675	432.72742455743526	10	0.02651500701904297	0.06956005096435547	0.0398707389831543	0.0420384407043457	0.06228804588317871	0.045464515686035156	0.05248117446899414	0.0661935806274414	0.03170657157897949	0.05737900733947754
M_00000000000000000010000000000000	0.4474313259124756	213.78637051172558	431.57274102345116	431.6209337945355	438.631599198474	10	0.04537177085876465	0.046312570571899414	0.05634784698486328	0.031287193298339844	0.04853940010070801	0.0550229549407959	0.04203057289123535	0.026639461517333984	0.057518959045410156	0.038360595703125
M_00000000000000000000100000000000	0.5936439037322998	223.2084087578491	450.4168175156982	450.46501028678256	457.47567569072106	10	0.09831380844116211	0.0781400203704834	0.08783483505249023	0.038871049880981445	0.0308840274810791	0.055124759674072266	0.03599190711975098	0.07323431968688965	0.052069902420043945	0.04317927360534668
M_00000010000000000000000000000000	0.4937131404876709	227.85549753959043	459.71099507918086	459.7591878502652	466.7698532542037	10	0.056093692779541016	0.07300519943237305	0.06842207908630371	0.05636715888977051	0.033936262130737305	0.04230833053588867	0.051849365234375	0.03993082046508789	0.03593015670776367	0.03587007522583008
M_00000000000000000000010000000000	0.4462435245513916	223.41916170597455	450.8383234119491	450.88651618303345	457.89718158697195	10	0.048391103744506836	0.07041478157043457	0.04849815368652344	0.05262947082519531	0.03180241584777832	0.052881479263305664	0.044541358947753906	0.025423049926757812	0.03625679016113281	0.03540492057800293
M_00000000000000000000000000001000	0.34532952308654785	195.48094484569017	394.96188969138035	395.0100824624647	402.0207478664032	10	0.03666400909423828	0.02699899673461914	0.02270960807800293	0.03469681739807129	0.022356748580932617	0.043305397033691406	0.03228044509887695	0.05392646789550781	0.03031325340270996	0.04207777976989746
M_00000000000000000000000000000010	0.3311798572540283	175.9158966845124	355.8317933690248	355.87998614010917	362.89065154404767	10	0.04857492446899414	0.02814626693725586	0.032591819763183594	0.029561758041381836	0.029122591018676758	0.024479389190673828	0.03013777732849121	0.022230148315429688	0.052675485610961914	0.03365969657897949
M_00010000000000000000000000000000	0.48264145851135254	197.51853230127603	399.03706460255205	399.0852573736364	406.0959227775749	10	0.051621198654174805	0.03915715217590332	0.02617645263671875	0.12604928016662598	0.02151656150817871	0.04871010780334473	0.039821624755859375	0.03607892990112305	0.05840253829956055	0.03510761260986328
M_01000000000000000000000000000000	0.6919143199920654	191.02079945914755	386.0415989182951	386.08979168937947	393.10045709331797	10	0.06824851036071777	0.06949973106384277	0.08621692657470703	0.03428506851196289	0.047818660736083984	0.07196354866027832	0.181074857711792	0.051299095153808594	0.0540616512298584	0.027446269989013672
M_00000000000000010000000000000000	0.42853879928588867	228.3673335860352	460.7346671720704	460.78285994315473	467.79352534709324	10	0.03929924964904785	0.04780912399291992	0.0301516056060791	0.04090142250061035	0.030374526977539062	0.04989123344421387	0.052205801010131836	0.044820547103881836	0.03547382354736328	0.05761146545410156
M_00001000000000000000000000000000	0.5409259796142578	215.32088061435684	434.6417612287137	434.68995399979804	441.70061940373654	10	0.06451988220214844	0.03913164138793945	0.09837031364440918	0.05097818374633789	0.037279367446899414	0.05894613265991211	0.029485464096069336	0.06515812873840332	0.044937849044799805	0.05211901664733887
M_00000000000000100000000000000000	0.3950815200805664	213.79201862108243	431.58403724216487	431.6322300132492	438.64289541718773	10	0.05321383476257324	0.03514575958251953	0.041152000427246094	0.06490302085876465	0.04620838165283203	0.03089594841003418	0.022724390029907227	0.04120635986328125	0.02875971794128418	0.030872106552124023
M_00000000000000000000001000000000	0.37070488929748535	186.58417591128267	377.16835182256534	377.2165445936497	384.2272099975882	10	0.03330111503601074	0.03438162803649902	0.03642153739929199	0.03502035140991211	0.03309464454650879	0.02942824363708496	0.04270482063293457	0.04818296432495117	0.026807308197021484	0.05136227607727051
M_00000000000000000000000010000000	0.41528964042663574	226.3946756759255	456.789351351851	456.83754412293536	463.84820952687386	10	0.025634050369262695	0.04277801513671875	0.04804182052612305	0.031812429428100586	0.048897743225097656	0.03762030601501465	0.042650699615478516	0.04728126525878906	0.04687213897705078	0.043701171875
M_00000000000000000000000001000000	0.38213181495666504	199.74457766765306	403.4891553353061	403.5373481063905	410.548013510329	10	0.04560518264770508	0.028301477432250977	0.03604245185852051	0.02066969871520996	0.04063272476196289	0.041120052337646484	0.05347442626953125	0.03568291664123535	0.03213000297546387	0.04847288131713867
M_00000000000100000000000000000000	0.40738987922668457	227.740755428471	459.481510856942	459.52970362802637	466.5403690319649	10	0.03728508949279785	0.08005738258361816	0.06133127212524414	0.0296933650970459	0.03219962120056152	0.023886442184448242	0.05152010917663574	0.03454113006591797	0.02475905418395996	0.03211641311645508
